PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,AGE,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,MARITALSTATUS_Single,EDUCATION_GRADUATE,EDUCATION_OTHERS,EDUCATION_POST-GRADUATE,EDUCATION_PROFESSIONAL,EDUCATION_SSC,EDUCATION_UNDER GRADUATE,GENDER_M,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others,Approved_Flag_P2,Approved_Flag_P3,Approved_Flag_P4
22138,36,26,10,4,1,0.111,0.028,0.278,0.722,7,5,0.194,0.139,0,0,2,10,21,0,1,22,14,2,57,4,25,30,30,1,3,3,0,0,0,0,0,0,0,29,4,14,0,0,0,0,0,0,0,0,0,3,11,2,0,2,3,1,2,33,6,2,1,29,15000,25,0.278,0.571,0.207,0.663,1,0.843,1,0.5,0.0,0.333,0.0,8.998,1,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
51283,42,30,12,3,1,0.071,0.024,0.286,0.714,4,3,0.095,0.071,0,11,5,9,9,0,3,24,18,5,229,3,39,22,22,1,1,1,0,0,0,0,0,0,0,55,8,13,0,0,0,0,0,0,0,0,0,1,55,4,1,1,14,1,2,133,8,5,0,50,40000,192,0.286,0.75,0.722,0.996,1,0.486,1,0.5,1.0,0.071,0.25,19.639,1,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
40814,26,15,11,1,3,0.038,0.115,0.423,0.577,4,3,0.154,0.115,0,3,3,11,3,0,3,8,18,3,190,4,43,3,3,2,19,19,2,2,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,14,0,2,8,0,0,3,8,5,4,37,80000,44,0.423,0.25,0.436,0.0,1,0.4,1,0.0,0.0,0.0,0.0,7.139,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
37098,23,9,14,7,4,0.304,0.174,0.609,0.391,12,5,0.522,0.217,1,1,6,1,1,0,12,3,20,2,108,2,16,24,9,6,180,150,0,1,1,0,3,5,5,2,2,2,0,0,0,0,0,0,0,0,0,3,37,19,3,7,11,5,6,12,17,12,10,29,31000,89,0.609,0.583,0.665,0.985,1,0.769,1,0.833,0.429,0.455,0.158,46.983,1,0,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
44516,28,23,5,4,4,0.143,0.143,0.179,0.821,7,9,0.25,0.321,1,2,1,4,18,0,1,21,7,2,55,3,72,28,13,6,78,50,0,0,0,0,0,3,1,6,1,5,0,0,0,0,0,0,0,0,0,21,11,1,0,0,2,0,0,13,2,2,2,33,32000,125,0.179,0.571,0.754,0.496,1,0.202,1,0.0,0.0,0.0,0.0,2.962,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
31506,18,11,7,1,0,0.056,0.0,0.389,0.611,3,1,0.167,0.056,1,4,1,6,0,0,3,4,14,4,124,4,61,18,7,4,10,10,0,2,2,0,10,0,0,18,4,10,0,0,0,0,0,0,0,0,0,10,22,2,0,1,11,0,2,36,5,1,1,34,34000,179,0.389,0.333,0.956,0.842,1,0.792,1,0.0,0.0,0.0,0.0,27.365,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
46343,10,4,6,5,3,0.5,0.3,0.6,0.4,7,3,0.7,0.3,3,1,2,0,0,6,1,7,3,0,86,3,68,5,1,3,33,3,3,3,0,33,33,1,0,44,15,32,0,0,0,0,0,0,0,0,0,3,12,2,0,1,3,3,3,5,9,7,2,35,30000,65,0.6,0.714,0.984,0.435,1,0.936,1,1.0,0.0,1.0,0.0,11.36,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
33302,9,1,8,4,0,0.444,0.0,0.889,0.111,5,0,0.556,0.0,4,0,4,2,2,0,1,2,7,0,48,1,46,28,1,11,33,9,4,5,1,33,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,6,2,2,3,3,3,16,19,18,15,26,80000,67,0.889,0.8,0.868,0.569,1,1.0,1,1.0,1.0,1.0,0.333,4.019,1,0,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True
20517,6,0,6,1,0,0.167,0.0,1.0,0.0,3,0,0.5,0.0,0,2,2,0,0,0,2,2,4,0,53,5,59,10,7,3,25,25,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,2,1,2,5,3,5,5,9,6,2,32,31645,98,1.0,0.333,0.591,0.352,1,0.634,1,0.6,0.5,0.6,0.5,12.42,0,0,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False
48039,16,9,7,3,4,0.188,0.25,0.438,0.562,8,4,0.5,0.25,1,3,1,8,0,0,2,4,12,2,94,2,68,23,22,2,390,390,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,390,27,1,0,1,8,2,4,14,17,12,10,27,28000,75,0.438,0.375,0.89,0.049,1,0.968,1,0.5,0.0,0.25,0.0,29.636,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
6188,5,1,4,1,0,0.2,0.0,0.8,0.2,2,0,0.4,0.0,0,1,2,0,0,0,1,1,4,1,115,5,34,15,12,3,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,9,3,4,3,2,3,6,17,12,5,33,38000,76,0.8,0.5,0.6,0.362,1,0.944,1,0.667,0.75,0.667,0.333,10.511,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
39126,30,15,15,5,0,0.167,0.0,0.5,0.5,10,1,0.333,0.033,3,8,2,0,2,0,1,25,5,17,135,2,51,35,34,3,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46,10,8,8,0,0,0,27,23,14,9,44,380000,101,0.5,0.5,0.938,0.981,1,0.609,1,0.0,1.0,0.0,0.8,1.751,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
34385,12,6,6,2,3,0.167,0.25,0.5,0.5,5,3,0.417,0.25,0,2,2,2,0,1,5,3,9,0,61,2,29,34,1,9,77,77,1,1,0,77,77,2,1,0,0,0,0,0,0,0,0,0,0,0,0,77,39,13,2,4,14,4,8,3,15,9,7,30,32000,92,0.5,0.4,0.978,0.343,1,0.971,1,0.5,0.5,0.286,0.154,25.893,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
22978,18,13,5,2,7,0.111,0.389,0.278,0.722,5,8,0.278,0.444,2,1,1,13,0,0,1,1,17,2,41,4,46,14,9,3,3,3,0,2,2,0,3,0,0,8,5,8,0,0,0,0,0,0,0,0,0,3,24,2,1,1,8,0,7,102,13,3,0,38,48000,149,0.278,0.4,0.889,0.891,1,0.92,1,0.0,1.0,0.0,0.5,9.943,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
16357,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,0,1,1,0,0,1,0,3,0,63,14,80,11,2,12,33,29,6,12,6,29,33,1,0,35,3,9,0,0,0,0,0,0,0,0,0,3,5,1,0,0,4,0,0,482,0,0,0,36,30000,190,0.667,0.0,0.745,0.94,1,0.737,1,0.0,0.0,0.0,0.0,10.099,0,0,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
45228,3,1,2,2,0,0.667,0.0,0.667,0.333,2,1,0.667,0.333,2,0,1,0,1,0,1,1,2,0,22,2,311,21,21,1,31,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,1,1,1,2,2,2,41,18,18,7,36,25000,52,0.667,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,4.385,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
49136,11,5,6,4,1,0.364,0.091,0.545,0.455,5,5,0.455,0.455,1,0,2,7,0,0,1,0,11,1,24,3,54,8,5,2,3,3,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,2,2,2,1,2,19,10,6,4,30,28000,66,0.545,0.8,0.845,0.901,1,0.967,1,0.5,1.0,0.5,0.667,8.644,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
13409,7,3,4,1,0,0.143,0.0,0.571,0.429,2,0,0.286,0.0,0,2,1,2,0,0,1,2,5,1,84,5,60,25,6,3,27,27,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,3,2,2,2,0,1,78,7,6,2,54,60000,247,0.571,0.5,0.85,0.953,1,0.927,1,0.0,1.0,0.0,0.667,4.358,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
11363,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,0,0,1,1,0,0,1,0,3,0,20,4,67,10,10,1,24,24,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,1,0,0,1,1,1,141,2,2,0,33,29500,65,1.0,1.0,0.362,0.0,1,0.682,1,1.0,0.0,1.0,0.0,1.566,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
36525,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,1,0,0,0,1,0,2,0,32,4,50,2,1,2,3,3,2,2,0,3,3,0,0,17,2,7,0,0,0,0,0,0,0,0,0,3,6,4,1,4,2,0,0,132,4,1,0,30,15000,141,1.0,1.0,0.563,1.0,1,0.553,1,0.0,0.25,0.0,0.25,27.241,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
39658,11,4,7,1,2,0.091,0.182,0.636,0.364,5,3,0.455,0.273,1,1,1,8,0,0,1,1,10,0,52,2,62,35,29,6,120,60,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,60,17,4,0,2,6,3,3,7,9,5,1,28,15000,18,0.636,0.2,0.747,0.993,1,0.913,1,1.0,0.0,0.5,0.0,23.147,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
15633,20,9,11,1,0,0.05,0.0,0.55,0.45,6,1,0.3,0.05,2,0,1,2,5,4,5,11,9,3,75,2,48,24,5,12,58,30,1,9,8,3,55,4,0,68,8,20,0,0,0,0,0,0,0,0,0,3,21,1,0,0,15,2,5,61,5,2,1,42,55000,214,0.55,0.167,0.95,0.759,1,0.954,1,0.4,0.0,0.133,0.0,15.638,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
45861,6,1,5,0,0,0.0,0.0,0.833,0.167,2,0,0.333,0.0,0,2,1,1,1,0,1,3,3,0,46,8,38,16,14,2,26,26,0,0,0,0,0,0,0,14,4,8,0,0,0,0,0,0,0,0,0,26,10,1,0,0,3,0,0,5,3,1,1,27,300000,46,0.833,0.0,0.804,0.064,1,0.648,1,0.0,0.0,0.0,0.0,0.444,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
23920,13,8,5,2,1,0.154,0.077,0.385,0.615,2,3,0.154,0.231,1,0,3,6,0,0,1,0,13,3,65,3,55,9,9,1,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,0,1,4,2,3,2,8,6,3,34,18000,100,0.385,1.0,0.827,0.742,1,0.897,1,0.667,0.0,0.5,0.0,23.04,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
19312,12,7,5,0,0,0.0,0.0,0.417,0.583,3,1,0.25,0.083,0,0,3,3,4,0,2,4,8,0,113,8,50,1,1,1,3,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,1,2,7,4,5,8,12,8,4,35,50000,130,0.417,0.0,0.695,0.687,1,0.717,1,0.8,0.5,0.571,0.25,7.032,1,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
41110,16,7,9,9,6,0.562,0.375,0.562,0.438,11,7,0.688,0.438,1,0,2,3,0,0,6,5,11,5,49,2,31,25,20,5,25,25,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,24,50,9,0,3,20,5,6,36,26,17,8,24,22000,71,0.562,0.818,0.665,0.911,1,0.56,1,0.833,0.0,0.25,0.0,7.745,0,0,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True
42581,6,4,2,2,0,0.333,0.0,0.333,0.667,2,0,0.333,0.0,0,0,1,0,4,0,1,4,2,0,49,5,28,29,29,1,51,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,2,2,2,1,1,1,161,3,3,0,34,22560,126,0.333,1.0,0.96,0.999,1,0.956,1,1.0,1.0,1.0,1.0,14.817,1,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
47933,15,5,10,4,4,0.267,0.267,0.667,0.333,7,5,0.467,0.333,2,0,2,1,2,0,1,3,12,9,30,3,40,21,7,4,10,8,0,2,2,0,10,0,0,16,16,16,0,0,0,0,0,0,0,0,0,8,20,8,2,4,6,1,3,80,12,6,4,32,60000,47,0.667,0.571,0.861,0.425,1,0.647,1,0.333,0.5,0.167,0.25,7.266,1,0,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False
30692,15,6,9,0,0,0.0,0.0,0.6,0.4,1,0,0.067,0.0,0,4,4,0,6,0,1,10,5,0,97,8,43,33,23,4,120,89,0,0,0,0,0,3,3,93,10,22,0,0,0,0,0,0,0,0,0,22,18,4,0,0,7,4,5,3,5,4,4,31,44500,53,0.6,0.0,0.646,0.13,1,0.918,1,0.8,0.0,0.571,0.0,22.149,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
48224,9,4,5,2,1,0.222,0.111,0.556,0.444,2,1,0.222,0.111,0,1,2,1,0,0,4,1,8,1,97,4,40,35,3,19,63,29,2,6,4,29,29,3,1,37,7,18,0,0,0,0,0,0,0,0,0,11,11,4,0,0,4,1,1,0,2,2,1,32,50000,185,0.556,1.0,0.745,0.129,1,0.788,1,1.0,0.0,0.25,0.0,25.953,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
38896,4,1,3,0,0,0.0,0.0,0.75,0.25,1,0,0.25,0.0,0,0,1,2,0,0,1,0,4,0,80,7,54,11,11,1,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,779,0,0,0,39,55000,365,0.75,0.0,0.684,0.951,1,0.603,1,0.0,0.0,0.0,0.0,4.181,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
10605,8,3,5,3,1,0.375,0.125,0.625,0.375,3,2,0.375,0.25,2,1,2,1,0,0,4,1,7,0,137,2,31,15,5,9,33,3,1,6,5,3,33,3,0,93,10,24,0,0,0,0,0,0,0,0,0,3,9,3,1,1,5,1,1,66,3,3,3,37,53000,123,0.625,1.0,1.002,1.0,1,1.0,1,1.0,1.0,0.2,0.333,20.402,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
17287,36,29,7,4,5,0.111,0.139,0.194,0.806,12,7,0.333,0.194,1,2,1,12,20,0,1,22,14,0,58,2,19,33,32,2,54,24,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,2,2,2,80,7,4,3,32,20000,66,0.194,0.333,0.603,0.802,1,0.933,1,1.0,0.0,1.0,0.0,7.007,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
12838,5,1,4,1,0,0.2,0.0,0.8,0.2,2,0,0.4,0.0,1,2,1,1,0,0,1,2,3,0,40,2,43,0,0,1,3,3,1,1,0,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,15,2,1,1,6,0,1,71,3,2,1,43,24000,71,0.8,0.5,0.599,0.519,1,0.476,1,0.0,1.0,0.0,0.5,7.501,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
27863,6,3,3,0,1,0.0,0.167,0.5,0.5,0,1,0.0,0.167,1,2,1,0,2,0,1,4,2,0,34,17,68,29,3,21,55,30,2,13,11,30,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,2,0,0,1,0,0,9,1,1,1,28,15000,56,0.5,0.0,0.433,0.118,1,0.636,1,0.0,0.0,0.0,0.0,12.102,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
645,49,37,12,3,4,0.061,0.082,0.245,0.755,9,5,0.184,0.102,2,0,1,19,27,0,1,27,22,1,56,3,60,21,17,2,51,51,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,47,31,6,1,2,7,1,2,34,14,7,3,35,25000,103,0.245,0.333,0.473,0.92,1,0.276,1,0.5,0.5,0.143,0.167,12.675,1,0,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
45233,11,5,6,2,2,0.182,0.182,0.545,0.455,3,4,0.273,0.364,0,3,1,5,0,0,2,3,8,0,32,4,41,14,14,1,24,24,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,24,25,1,1,1,15,4,7,33,10,6,5,34,25000,48,0.545,0.667,0.619,0.465,1,0.843,1,0.571,1.0,0.267,1.0,11.793,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
1745,5,3,2,0,0,0.0,0.0,0.4,0.6,0,0,0.0,0.0,0,1,1,1,0,0,1,1,4,1,44,15,67,35,35,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,1,0,0,1,0,0,118,1,1,0,28,24000,59,0.4,0.0,0.267,0.946,1,0.122,1,0.0,0.0,0.0,0.0,4.55,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
14747,14,9,5,0,1,0.0,0.071,0.357,0.643,3,5,0.214,0.357,2,0,1,1,3,1,1,8,6,7,122,6,44,21,5,15,136,22,1,7,6,22,22,7,5,33,5,12,0,0,0,0,0,0,0,0,0,22,8,3,0,3,2,0,1,3,5,1,1,34,18000,51,0.357,0.0,0.511,0.122,1,0.911,1,0.0,0.0,0.0,0.0,10.462,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
51127,4,2,2,0,0,0.0,0.0,0.5,0.5,1,0,0.25,0.0,0,0,1,0,0,0,3,0,4,0,62,7,61,16,15,2,59,29,0,0,0,0,0,1,0,18,5,11,0,0,0,0,0,0,0,0,0,29,4,1,0,1,2,0,0,211,1,0,0,33,35000,75,0.5,0.0,0.689,0.542,1,0.694,1,0.0,0.0,0.0,0.0,8.853,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
4846,13,4,9,2,2,0.154,0.154,0.692,0.308,3,2,0.231,0.154,3,3,1,3,0,0,2,7,6,4,83,3,53,14,4,4,28,28,1,3,2,28,28,0,0,6,3,3,0,0,0,0,0,0,0,0,0,28,27,2,1,2,13,3,6,11,12,6,3,32,28000,126,0.692,0.667,0.634,0.883,1,0.775,1,0.5,0.5,0.231,0.5,11.834,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
24706,5,1,4,0,0,0.0,0.0,0.8,0.2,1,0,0.2,0.0,0,0,1,0,2,0,2,2,3,0,44,11,70,13,13,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,1,1,0,0,15,2,1,1,30,50000,37,0.8,0.0,0.83,0.923,1,0.744,1,0.0,0.0,0.0,0.0,4.241,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
38079,30,21,9,6,2,0.2,0.067,0.3,0.7,7,3,0.233,0.1,7,0,1,3,20,0,2,23,7,4,83,2,64,27,20,5,123,92,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,31,15,2,1,1,5,0,0,45,2,2,1,28,40000,102,0.3,0.857,0.729,2.772,1,0.667,1,0.0,1.0,0.0,0.5,8.489,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
38664,14,3,11,5,0,0.357,0.0,0.786,0.214,9,3,0.643,0.214,2,2,3,8,0,0,1,2,12,0,34,2,45,19,19,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,6,2,3,1,0,0,22,11,3,1,25,18000,35,0.786,0.556,0.668,0.531,1,0.854,1,0.0,0.667,0.0,0.333,15.169,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
26661,6,0,6,3,0,0.5,0.0,1.0,0.0,5,0,0.833,0.0,2,1,1,1,0,0,1,3,3,2,105,3,89,10,6,2,10,8,0,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,3,1,2,12,11,12,37,18,16,10,30,30000,129,1.0,0.6,1.118,1.0,1,0.844,1,0.917,0.5,0.917,0.333,1.568,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
47874,7,4,3,0,1,0.0,0.143,0.429,0.571,0,2,0.0,0.286,1,1,1,2,0,0,2,1,6,1,170,15,65,15,2,11,3,3,3,7,4,3,3,0,0,26,4,10,0,0,0,0,0,0,0,0,0,3,9,2,0,0,2,0,0,7,2,2,2,43,30000,65,0.429,0.0,0.799,0.899,1,0.822,1,0.0,0.0,0.0,0.0,11.365,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
4403,12,5,7,4,2,0.333,0.167,0.583,0.417,6,3,0.5,0.25,2,2,3,2,3,0,1,5,7,1,50,2,30,5,1,2,3,3,2,2,0,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,3,11,4,1,4,0,0,0,65,6,2,1,31,40000,251,0.583,0.667,0.707,0.226,1,0.734,1,0.0,0.25,0.0,0.25,2.27,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
21877,6,4,2,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,1,1,0,0,2,2,3,3,0,205,66,501,35,35,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,2,0,0,1,0,0,5,1,1,1,43,30000,77,0.333,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,5.793,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
2066,34,17,17,2,1,0.059,0.029,0.5,0.5,7,3,0.206,0.088,0,2,9,14,0,0,6,5,29,3,83,3,22,32,13,3,3,3,0,0,0,0,0,0,0,28,2,7,0,0,0,0,0,0,0,0,0,3,78,29,2,7,37,8,14,140,23,10,0,32,32000,29,0.5,0.286,0.766,0.983,1,0.806,1,0.571,0.286,0.216,0.069,42.336,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
37323,4,2,2,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.25,0,1,1,0,0,0,2,1,3,0,49,32,37,35,4,26,60,49,2,11,9,49,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,13,1,3,2,0,0,1,4,2,2,29,27000,131,0.5,0.0,0.337,0.757,1,0.27,1,0.0,0.333,0.0,0.077,13.306,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
18137,8,5,3,1,1,0.125,0.125,0.375,0.625,3,3,0.375,0.375,2,0,1,1,0,0,6,0,8,0,120,6,31,2,2,1,4,4,1,1,0,4,4,0,0,68,7,15,0,0,0,0,0,0,0,0,0,4,23,7,1,1,15,10,11,8,12,11,3,37,42000,186,0.375,0.333,0.874,0.848,1,0.876,1,0.909,1.0,0.667,0.143,19.711,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
28557,28,11,17,6,2,0.214,0.071,0.607,0.393,15,3,0.536,0.107,9,2,3,5,9,0,2,11,17,7,49,5,29,35,1,21,122,90,1,5,4,4,90,15,14,60,15,24,0,0,0,0,0,0,0,0,0,4,36,19,2,10,4,0,3,92,16,3,0,35,40000,120,0.607,0.4,0.886,0.979,1,0.69,1,0.0,0.2,0.0,0.105,26.762,1,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
24497,29,22,7,2,2,0.069,0.069,0.241,0.759,4,4,0.138,0.138,4,1,1,0,25,0,1,27,2,1,75,4,55,16,16,1,27,27,0,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,0,0,27,7,1,0,0,2,0,0,16,2,2,2,38,30000,68,0.241,0.5,0.237,0.806,1,0.402,1,0.0,0.0,0.0,0.0,7.232,1,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
3588,10,4,6,1,1,0.1,0.1,0.6,0.4,5,1,0.5,0.1,2,3,1,3,0,0,1,4,6,2,103,2,84,28,20,9,335,152,0,0,0,0,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,152,31,0,0,0,6,5,6,6,20,12,8,47,17500,20,0.6,0.2,1.117,0.0,1,1.0,1,0.833,0.0,0.833,0.0,5.575,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
