PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,AGE,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,MARITALSTATUS_Single,EDUCATION_GRADUATE,EDUCATION_OTHERS,EDUCATION_POST-GRADUATE,EDUCATION_PROFESSIONAL,EDUCATION_SSC,EDUCATION_UNDER GRADUATE,GENDER_M,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others,Approved_Flag_P2,Approved_Flag_P3,Approved_Flag_P4
2708,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,1,0,0,0,1,0,2,0,26,1,30,7,7,1,28,28,0,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,2,1,1,5,2,3,87,4,3,1,29,30000,66,1.0,1.0,0.897,0.528,1,1.0,1,0.667,1.0,0.4,0.5,3.194,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
45441,13,7,6,1,0,0.077,0.0,0.462,0.538,1,2,0.077,0.154,1,1,1,6,0,0,4,1,12,1,80,2,45,31,2,15,33,3,2,6,4,3,3,3,0,18,5,11,0,0,0,0,0,0,0,0,0,3,23,2,0,1,8,4,4,8,7,6,4,31,20000,149,0.462,1.0,0.617,0.015,1,0.673,1,1.0,0.0,0.5,0.0,37.54,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
37409,14,10,4,0,0,0.0,0.0,0.286,0.714,1,2,0.071,0.143,0,0,1,5,6,0,2,6,8,0,58,8,66,35,1,17,124,84,2,6,4,33,33,10,5,4,0,0,0,0,0,0,0,0,0,0,0,3,19,2,0,0,3,0,0,8,2,1,1,36,35000,125,0.286,0.0,0.547,0.023,1,0.683,1,0.0,0.0,0.0,0.0,9.071,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
39992,16,12,4,1,1,0.062,0.062,0.25,0.75,2,2,0.125,0.125,1,0,1,3,10,0,2,10,6,0,58,3,43,35,35,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,3,1,1,8,2,2,19,3,3,3,36,30000,66,0.25,0.5,0.884,1.0,1,0.907,1,1.0,1.0,0.25,0.333,13.509,1,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
31478,4,0,4,0,0,0.0,0.0,1.0,0.0,2,0,0.5,0.0,0,0,1,2,0,0,1,0,4,0,42,8,84,29,28,2,55,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,1,0,0,3,1,3,9,3,1,1,31,18000,126,1.0,0.0,0.625,0.0,1,0.889,1,0.333,0.0,0.333,0.0,7.496,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
8697,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,0,1,0,0,0,1,0,3,1,68,12,98,6,6,1,3,3,0,1,1,0,3,0,0,13,4,10,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,359,1,0,0,25,25000,66,1.0,0.0,0.605,0.012,1,0.638,1,0.0,0.0,0.0,0.0,16.885,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
29256,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,1,0,2,0,1,2,2,0,61,32,26,35,2,26,82,27,3,5,2,56,56,11,3,0,0,0,0,0,0,0,0,0,0,0,0,27,16,3,2,2,6,1,2,1,5,3,1,49,30000,243,0.5,0.0,0.021,0.708,1,0.0,1,0.5,1.0,0.167,0.667,21.643,1,0,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
29819,10,5,5,2,1,0.2,0.1,0.5,0.5,6,2,0.6,0.2,1,0,1,3,4,0,2,4,6,0,45,2,64,30,29,2,123,92,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,92,16,1,0,1,8,2,8,65,15,4,2,27,19000,50,0.5,0.333,0.783,0.19,1,1.0,1,0.25,0.0,0.25,0.0,14.049,1,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
20048,6,1,5,0,0,0.0,0.0,0.833,0.167,0,0,0.0,0.0,0,0,2,2,0,0,2,0,6,0,56,16,14,17,5,12,54,27,1,4,3,27,54,2,0,2,0,0,0,0,0,0,0,0,0,0,0,27,30,7,4,4,11,4,4,1,13,13,10,36,35000,150,0.833,0.0,0.46,0.004,1,0.63,1,1.0,1.0,0.364,0.571,11.326,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
1380,8,2,6,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,0,1,4,0,0,0,3,1,7,0,73,15,48,17,11,2,3,3,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,0,5,1,1,15,1,1,1,29,17000,12,0.75,0.0,0.562,0.863,1,0.291,1,1.0,0.0,0.2,0.0,23.783,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
26758,100,88,12,1,2,0.01,0.02,0.12,0.88,6,5,0.06,0.05,1,6,1,5,86,0,1,93,7,1,78,3,55,29,3,3,25,25,1,1,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,2,0,2,5,5,5,10,19,10,4,35,29000,111,0.12,0.167,0.67,0.791,1,1.0,1,1.0,0.0,1.0,0.0,10.965,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
34302,10,3,7,6,1,0.6,0.1,0.7,0.3,6,1,0.6,0.1,3,0,1,3,1,0,1,4,6,4,45,3,41,25,1,3,3,3,2,2,0,3,3,0,0,19,4,6,0,0,0,0,0,0,0,0,0,3,12,1,0,0,5,2,5,4,10,7,3,22,15000,15,0.7,1.0,0.813,0.357,1,0.776,1,0.4,0.0,0.4,0.0,13.618,1,0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
23424,4,0,4,1,0,0.25,0.0,1.0,0.0,1,0,0.25,0.0,1,1,1,0,0,1,1,2,2,0,34,6,41,22,2,12,33,3,3,6,3,33,33,2,0,15,4,7,0,0,0,0,0,0,0,0,0,3,5,1,0,0,3,0,0,696,0,0,0,43,43000,188,1.0,1.0,0.879,0.962,1,0.478,1,0.0,0.0,0.0,0.0,10.275,0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
14338,7,2,5,1,0,0.143,0.0,0.714,0.286,1,1,0.143,0.143,0,0,4,0,0,0,3,0,7,0,64,5,26,34,1,19,123,28,4,8,4,3,123,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,15,8,0,0,5,1,2,3,4,3,1,34,27000,191,0.714,1.0,0.627,0.487,1,0.695,1,0.5,0.0,0.2,0.0,22.713,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
50948,19,13,6,2,0,0.105,0.0,0.316,0.684,3,1,0.158,0.053,0,1,2,1,13,0,2,14,5,0,81,3,47,35,3,31,160,70,5,7,2,79,79,13,8,0,0,0,0,0,0,0,0,0,0,0,0,18,14,2,0,1,8,5,7,4,11,8,1,30,36000,39,0.316,0.667,0.736,0.689,1,0.815,1,0.714,0.0,0.625,0.0,17.384,1,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
43312,11,4,7,2,0,0.182,0.0,0.636,0.364,2,0,0.182,0.0,0,0,6,3,0,0,2,0,11,0,98,3,38,7,6,2,9,9,0,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,1,2,2,1,1,5,4,3,2,36,22000,64,0.636,1.0,0.642,0.524,1,0.978,1,1.0,0.5,0.5,0.111,23.364,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
50134,14,5,9,4,1,0.286,0.071,0.643,0.357,5,4,0.357,0.286,1,0,3,7,0,0,1,0,14,3,35,3,59,13,6,5,63,3,0,4,4,0,63,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,15,7,5,6,3,3,3,13,11,10,4,26,20000,90,0.643,0.8,0.372,0.946,1,0.0,1,1.0,0.833,1.0,0.714,11.235,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
44962,13,9,4,1,0,0.077,0.0,0.308,0.692,2,0,0.154,0.0,1,0,1,0,10,0,1,11,2,1,70,6,57,18,18,1,29,29,0,0,0,0,0,0,0,48,8,20,0,0,0,0,0,0,0,0,0,29,8,1,0,1,4,1,2,14,3,1,1,34,17000,93,0.308,0.5,0.918,1.0,1,0.706,1,0.5,0.0,0.25,0.0,3.573,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
20461,11,7,4,0,2,0.0,0.182,0.364,0.636,2,2,0.182,0.182,0,1,1,4,0,0,2,1,10,3,71,10,70,13,9,2,27,25,0,1,1,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,11,1,0,0,3,0,0,509,0,0,0,29,23000,41,0.364,0.0,0.399,1.0,1,0.189,1,0.0,0.0,0.0,0.0,7.062,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
16101,7,1,6,2,0,0.286,0.0,0.857,0.143,3,0,0.429,0.0,2,1,1,3,0,0,2,1,6,0,47,1,57,24,2,4,25,25,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,2,0,1,10,4,8,0,18,8,2,26,18000,77,0.857,0.667,0.31,0.798,1,0.265,1,0.5,0.0,0.4,0.0,7.548,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
42069,23,15,8,2,1,0.087,0.043,0.348,0.652,4,1,0.174,0.043,3,2,2,2,9,0,8,11,12,0,89,2,19,20,20,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,2,0,0,15,1,1,146,3,1,0,34,48000,123,0.348,0.5,0.845,0.331,1,0.901,1,1.0,0.0,0.067,0.0,33.389,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
45503,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,1,0,0,0,1,0,2,0,33,10,38,33,15,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,1,0,1,310,1,0,0,36,28500,107,1.0,0.0,0.902,0.929,1,0.895,1,0.0,0.0,0.0,0.0,8.841,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
5190,4,0,4,1,0,0.25,0.0,1.0,0.0,1,0,0.25,0.0,1,0,2,0,0,0,2,0,4,0,27,2,36,21,19,2,54,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,15,3,0,0,7,1,6,2,11,4,1,23,21000,33,1.0,1.0,0.772,0.905,1,0.746,1,0.167,0.0,0.143,0.0,11.027,0,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
42048,16,13,3,1,2,0.062,0.125,0.188,0.812,1,3,0.062,0.188,0,1,1,4,5,0,1,8,8,4,60,5,40,2,2,1,27,27,1,1,0,27,27,0,0,31,0,6,0,0,0,0,0,0,0,0,0,27,11,0,0,0,5,1,1,145,1,1,0,43,20000,70,0.188,1.0,0.783,0.904,1,0.935,1,1.0,0.0,0.2,0.0,5.328,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
21693,60,50,10,1,2,0.017,0.033,0.167,0.833,3,3,0.05,0.05,1,5,1,2,40,1,11,46,14,0,217,5,26,12,9,3,29,29,0,2,2,0,29,0,0,46,10,20,0,0,0,0,0,0,0,0,0,29,35,4,1,1,17,2,7,140,8,3,0,41,42000,242,0.167,0.333,0.769,0.929,1,0.68,1,0.286,1.0,0.118,0.25,18.981,1,1,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1949,19,5,14,6,2,0.316,0.105,0.737,0.263,9,4,0.474,0.211,3,0,6,7,1,0,3,2,17,2,73,2,27,28,28,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,18,6,9,10,0,3,7,17,11,6,42,40000,126,0.737,0.667,0.603,0.811,1,0.616,1,0.0,0.667,0.0,0.333,22.742,1,0,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
26702,4,2,2,1,1,0.25,0.25,0.5,0.5,2,1,0.5,0.25,0,0,1,1,0,0,1,1,3,1,38,6,72,7,5,3,80,18,1,3,2,18,80,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18,13,1,0,1,4,2,4,4,10,7,5,26,36000,71,0.5,0.5,0.854,0.88,1,0.779,1,0.5,0.0,0.5,0.0,2.186,0,0,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
40596,21,15,6,3,6,0.143,0.286,0.286,0.714,9,8,0.429,0.381,2,2,1,9,1,0,2,4,17,6,77,4,23,7,4,3,62,29,1,3,2,24,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,18,3,3,3,8,3,5,28,11,8,4,34,20000,78,0.286,0.333,0.831,0.876,1,0.781,1,0.6,1.0,0.375,1.0,18.646,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
14107,5,3,2,0,2,0.0,0.4,0.4,0.6,2,2,0.4,0.4,0,0,1,3,0,0,1,0,5,0,28,9,47,7,3,3,26,26,2,3,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,2,0,2,4,1,1,1,5,3,3,53,27000,190,0.4,0.0,0.706,0.958,1,0.643,1,1.0,0.0,0.25,0.0,4.623,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
23559,21,10,11,5,2,0.238,0.095,0.524,0.476,8,5,0.381,0.238,2,2,3,11,0,0,4,2,19,1,97,4,47,7,7,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,16,2,9,10,1,2,3,12,3,2,29,49000,74,0.524,0.625,0.761,0.718,1,0.907,1,0.5,0.222,0.1,0.125,17.64,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
16121,9,3,6,0,1,0.0,0.111,0.667,0.333,4,2,0.444,0.222,0,0,2,0,0,0,7,0,9,0,42,6,39,26,1,6,3,3,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,1,1,11,0,7,2,9,2,1,31,33955,83,0.667,0.0,0.768,0.832,1,0.761,1,0.0,1.0,0.0,0.25,42.307,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
33962,9,5,4,2,2,0.222,0.222,0.444,0.556,5,3,0.556,0.333,1,1,1,4,1,0,1,3,6,1,76,3,31,2,2,1,29,29,1,1,0,29,29,0,0,48,8,19,0,0,0,0,0,0,0,0,0,29,28,4,2,4,7,4,7,56,20,10,2,34,38000,129,0.444,0.4,0.857,0.998,1,0.8,1,0.571,0.5,0.571,0.5,3.282,1,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
36541,31,18,13,4,1,0.129,0.032,0.419,0.581,10,1,0.323,0.032,2,0,1,8,21,0,1,21,10,0,38,2,44,28,17,5,99,69,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,69,39,8,1,5,15,4,10,18,27,14,3,27,30000,58,0.419,0.4,0.612,0.969,1,0.891,1,0.4,0.2,0.267,0.125,10.35,1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
44015,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,2,0,47,16,59,35,8,6,48,16,0,2,2,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,1,2,1,0,0,49,2,1,1,29,12000,89,1.0,0.0,0.825,0.702,1,0.836,1,0.0,0.5,0.0,0.333,38.672,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
29561,11,6,5,2,0,0.182,0.0,0.455,0.545,3,0,0.273,0.0,0,3,1,4,0,0,1,3,8,2,129,6,52,24,19,6,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,1,0,1,3,0,0,185,1,0,0,47,18423,200,0.455,0.667,0.583,1.0,1,0.529,1,0.0,0.0,0.0,0.0,10.869,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
26248,20,13,7,0,2,0.0,0.1,0.35,0.65,2,7,0.1,0.35,0,5,3,9,0,0,2,5,15,1,109,7,51,14,1,10,33,27,3,8,5,10,33,1,0,22,0,0,0,0,0,0,0,0,0,0,0,3,18,5,1,1,3,1,1,1,4,4,2,41,28000,30,0.35,0.0,0.638,0.941,1,0.697,1,1.0,1.0,0.333,0.2,6.662,0,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
11962,13,4,9,1,0,0.077,0.0,0.692,0.308,1,0,0.077,0.0,0,3,1,1,4,0,2,8,5,2,128,5,19,26,19,4,23,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,62,5,0,0,14,6,6,6,39,33,27,32,110000,126,0.692,1.0,0.909,0.635,1,0.621,1,1.0,0.0,0.429,0.0,6.662,1,0,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
9543,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,1,0,1,0,0,0,2,0,3,0,16,3,49,9,8,2,29,29,0,2,2,0,29,0,0,21,9,16,0,0,0,0,0,0,0,0,0,29,15,3,2,2,8,4,5,3,11,7,4,34,25000,53,1.0,1.0,0.82,1.0,1,0.813,1,0.8,1.0,0.5,0.667,18.24,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
32142,5,1,4,0,0,0.0,0.0,0.8,0.2,0,0,0.0,0.0,1,0,1,0,0,1,2,1,4,1,140,19,68,29,7,7,60,60,0,3,3,0,60,1,0,27,1,2,0,0,0,0,0,0,0,0,0,25,5,0,0,0,3,2,2,26,2,2,2,35,59000,135,0.8,0.0,0.853,0.119,1,0.257,1,1.0,0.0,0.667,0.0,7.712,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
8377,3,0,3,1,0,0.333,0.0,1.0,0.0,2,0,0.667,0.0,1,0,1,1,0,0,1,0,3,0,14,4,47,3,1,2,3,3,2,2,0,3,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,5,2,0,0,3,2,3,112,3,2,0,32,5000,191,1.0,0.5,0.932,0.782,1,0.98,1,0.667,0.0,0.667,0.0,110.62,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
40570,5,0,5,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,1,1,0,0,1,1,4,1,124,13,56,13,3,9,58,58,1,6,5,3,58,1,0,64,10,22,0,0,0,0,0,0,0,0,0,3,10,2,0,0,3,0,0,86,1,1,1,35,40000,188,1.0,0.0,0.482,0.981,1,0.59,1,0.0,0.0,0.0,0.0,9.398,0,0,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
27928,23,16,7,1,0,0.043,0.0,0.304,0.696,3,1,0.13,0.043,1,0,2,18,0,0,1,1,22,2,69,6,59,23,4,6,21,21,2,4,2,14,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,29,13,2,3,2,0,0,20,3,2,1,30,41800,25,0.304,0.333,0.105,0.477,1,0.17,1,0.0,0.667,0.0,0.154,20.547,0,0,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False
17743,17,11,6,0,0,0.0,0.0,0.353,0.647,2,1,0.118,0.059,0,3,3,5,1,0,5,4,13,0,177,8,33,28,3,14,63,33,1,7,6,3,7,2,1,41,1,7,0,0,0,0,0,0,0,0,0,3,19,5,0,1,10,1,2,126,4,1,0,38,80000,122,0.353,0.0,0.623,0.502,1,0.674,1,0.5,0.0,0.1,0.0,6.542,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
41238,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,0,0,1,0,0,0,2,0,3,0,33,3,66,32,4,17,29,29,2,6,4,29,29,0,0,16,3,5,0,0,0,0,0,0,0,0,0,29,12,4,1,4,6,3,3,107,9,6,0,33,23500,107,0.667,1.0,0.987,0.108,1,1.002,1,1.0,0.25,0.5,0.25,21.636,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
11178,36,30,6,0,2,0.0,0.056,0.167,0.833,0,5,0.0,0.139,0,0,1,25,8,0,1,8,28,1,63,17,83,20,8,15,141,52,0,5,5,0,114,11,7,0,0,0,0,0,0,0,0,0,0,0,0,25,26,2,0,0,10,2,2,14,5,3,2,33,15000,25,0.167,0.0,0.438,0.871,1,0.643,1,1.0,0.0,0.2,0.0,17.102,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1793,4,1,3,3,0,0.75,0.0,0.75,0.25,3,1,0.75,0.25,0,0,1,1,0,0,1,1,3,1,20,3,33,12,8,4,87,29,0,3,3,0,57,2,1,0,0,0,0,0,0,0,0,0,0,0,0,29,36,13,6,10,19,11,13,14,27,20,2,33,35000,32,0.75,1.0,0.981,1.0,1,0.989,1,0.846,0.6,0.579,0.462,10.723,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
6221,16,8,8,5,2,0.312,0.125,0.5,0.5,7,4,0.438,0.25,1,0,1,1,4,0,6,7,9,4,63,4,67,33,6,15,79,39,0,1,1,0,27,10,2,0,0,0,0,0,0,0,0,0,0,0,0,27,43,14,1,5,24,9,12,60,17,10,3,32,23000,102,0.5,0.714,0.636,0.0,1,0.87,1,0.75,0.2,0.375,0.071,17.325,1,0,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True
10134,16,10,6,1,0,0.062,0.0,0.375,0.625,3,0,0.188,0.0,0,6,4,2,0,0,2,8,8,2,147,3,33,19,19,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,12,0,1,9,1,2,9,11,8,7,33,27500,126,0.375,0.333,0.433,0.367,1,0.583,1,0.5,0.0,0.111,0.0,14.932,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
22889,6,3,3,0,0,0.0,0.0,0.5,0.5,1,0,0.167,0.0,0,1,2,0,0,1,2,2,4,0,169,7,82,2,0,2,3,3,2,2,0,3,3,0,0,0,0,0,7,0,0,6,0,0,0,0,0,3,10,6,0,3,0,0,0,214,3,0,0,53,43000,306,0.5,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1.315,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
38769,16,11,5,2,1,0.125,0.062,0.312,0.688,4,4,0.25,0.25,1,2,1,9,2,0,1,4,12,1,53,3,45,14,14,1,27,27,0,0,0,0,0,0,0,18,3,7,0,0,0,0,0,0,0,0,0,27,17,2,0,0,1,1,1,2,3,3,1,28,17600,48,0.312,0.5,0.692,0.814,1,0.861,1,1.0,0.0,1.0,0.0,8.197,1,0,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
9765,5,2,3,0,0,0.0,0.0,0.6,0.4,1,0,0.2,0.0,1,0,1,0,0,0,4,0,5,0,60,12,53,29,1,5,59,59,1,2,1,3,29,3,0,49,10,21,0,0,0,0,0,0,0,0,0,3,11,4,2,2,6,1,1,33,4,4,1,31,48000,242,0.6,0.0,0.72,0.643,1,0.721,1,1.0,1.0,0.167,0.5,29.007,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
